GeneID,Module,kME,is_hub,Symbol,Description
100500812,1,0.7490702406574747,False,MIR3677,microRNA 3677
3493,1,0.577956838279262,False,IGHA1,immunoglobulin heavy constant alpha 1
116228,1,0.975191874696348,True,COX20,cytochrome c oxidase assembly factor COX20
26822,1,0.7105157064678704,False,SNORD14A,"small nucleolar RNA, C/D box 14A"
51439,1,0.8107743743866344,True,FAM8A1,family with sequence similarity 8 member A1
107987222,1,0.9585773489324532,True,LOC107987222,
917,1,0.9571015390651012,True,CD3G,CD3 gamma subunit of T-cell receptor complex
100189407,1,0.773029712747407,False,TRE-TTC4-2,tRNA-Glu (anticodon TTC) 4-2
28711,1,0.6740216449460636,False,TRAJ44,T cell receptor alpha joining 44
10410,1,0.28811242385147656,False,IFITM3,interferon induced transmembrane protein 3
5359,1,0.5131730326849997,False,PLSCR1,phospholipid scramblase 1
24138,1,0.8480737699347635,True,IFIT5,interferon induced protein with tetratricopeptide repeats 5
6285,1,0.48403421172097366,False,S100B,S100 calcium binding protein B
5819,1,0.13238768171840465,False,NECTIN2,nectin cell adhesion molecule 2
28939,1,0.12277458198959007,False,IGKV1-13,immunoglobulin kappa variable 1-13
6279,1,0.8989319840147769,True,S100A8,S100 calcium binding protein A8
5586,1,0.8439801756805231,True,PKN2,protein kinase N2
57126,1,-0.0007287548861881969,False,CD177,CD177 molecule
28461,1,0.665492866775492,False,IGHV1-69,immunoglobulin heavy variable 1-69
594838,1,0.9179406137385175,True,SNORD100,"small nucleolar RNA, C/D box 100"
54947,1,0.48131329900638475,False,LPCAT2,lysophosphatidylcholine acyltransferase 2
6093,1,0.89951199507943,True,ROCK1,Rho associated coiled-coil containing protein kinase 1
102465249,1,0.7484454843267829,False,MIR6502,microRNA 6502
100616408,1,0.9492598096499123,True,MIR5047,microRNA 5047
6726,1,0.951130584190453,True,SRP9,signal recognition particle 9
100616259,1,0.8062616297245842,True,MIR378I,microRNA 378i
85495,1,0.6551213104181488,False,RPPH1,ribonuclease P RNA component H1
6125,1,0.8163353124678082,True,RPL5,ribosomal protein L5
100169751,1,0.46483963673414874,False,RNA5S1,"RNA, 5S ribosomal 1"
102466732,1,0.8291267174207767,True,MIR6774,microRNA 6774
10917,1,0.2417313991248574,False,BTNL3,butyrophilin like 3
51510,1,0.876434987219525,True,CHMP5,charged multivesicular body protein 5
3930,1,0.8388060400321945,True,LBR,lamin B receptor
4659,1,0.8911119643928292,True,PPP1R12A,protein phosphatase 1 regulatory subunit 12A
26805,1,0.7233274961681817,False,SNORD45A,"small nucleolar RNA, C/D box 45A"
79689,1,0.6780572995221628,False,STEAP4,STEAP4 metalloreductase
9295,1,0.9739742498454261,True,SRSF11,serine and arginine rich splicing factor 11
91526,1,0.9164360535243237,True,ANKRD44,ankyrin repeat domain 44
107984338,1,0.941895326015532,True,LOC107984338,
53637,1,0.7034924107474336,False,S1PR5,sphingosine-1-phosphate receptor 5
100500827,1,0.8007555514925456,True,MIR3614,microRNA 3614
2015,1,0.37178730565846724,False,ADGRE1,adhesion G protein-coupled receptor E1
26785,1,0.8363302238137883,True,SNORD63,"small nucleolar RNA, C/D box 63"
3759,1,0.7604931571195881,False,KCNJ2,potassium inwardly rectifying channel subfamily J member 2
6978,1,0.5283180606512614,False,TRGV5,T cell receptor gamma variable 5
2182,1,0.7482381174186569,False,ACSL4,acyl-CoA synthetase long chain family member 4
2999,1,0.49244264807775545,False,GZMH,granzyme H
4818,1,0.561012287152375,False,NKG7,natural killer cell granule protein 7
6846,1,0.417860787593928,False,XCL2,X-C motif chemokine ligand 2
23049,1,0.8887968814082484,True,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase
2710,1,0.5183394842554706,False,GK,glycerol kinase
6967,1,0.67114093841007,False,TRGC2,T cell receptor gamma constant 2
103504731,1,0.649417787836896,False,MIR3648-2,microRNA 3648-2
123036,1,0.9518160051908708,True,TC2N,"tandem C2 domains, nuclear"
6977,1,0.8395189289213014,True,TRGV4,T cell receptor gamma variable 4
3311,1,0.7219002076242785,False,HSPA7,heat shock protein family A (Hsp70) member 7 (pseudogene)
1116,1,0.1719341285292245,False,CHI3L1,chitinase 3 like 1
285172,1,0.8168346432776176,True,HYCC2,hyccin PI4KA lipid kinase complex subunit 2
26871,1,0.6432245585618728,False,RNU1-1,"RNA, U1 small nuclear 1"
58475,1,0.8896077150185526,True,MS4A7,membrane spanning 4-domains A7
107987206,1,0.6254429632963014,False,LOC107987206,replaced by ID 6029
84188,1,0.9050768779988608,True,FAR1,fatty acyl-CoA reductase 1
2624,1,0.4205684284501785,False,GATA2,GATA binding protein 2
28494,1,-0.02451901507929475,False,IGHD4-17,immunoglobulin heavy diversity 4-17
28751,1,0.5313590301234083,False,TRAJ4,T cell receptor alpha joining 4
379025,1,0.9249886751708977,True,PSMA3-AS1,PSMA3 antisense RNA 1
838,1,0.4237832136115111,False,CASP5,caspase 5
22918,1,0.7275053270100272,False,CD93,CD93 molecule
6165,1,0.804394749779291,True,RPL35A,ribosomal protein L35a
6932,1,0.8882842895405086,True,TCF7,transcription factor 7
6970,1,0.4575745425800068,False,TRGJP,T cell receptor gamma joining P
100996541,1,0.7501424220854775,False,FAM157C,family with sequence similarity 157 member C
10346,1,0.7346152187516428,False,TRIM22,tripartite motif containing 22
221037,1,0.8250818182108962,True,JMJD1C,jumonji domain containing 1C
28834,1,0.36681800902214196,False,IGLC7,immunoglobulin lambda constant 7
120892,1,0.7219546638523947,False,LRRK2,leucine rich repeat kinase 2
100302182,1,0.8221387795723291,True,MIR1279,microRNA 1279
26869,1,0.6593013006989419,False,RNU1-3,"RNA, U1 small nuclear 3"
1521,1,0.4957328560371941,False,CTSW,cathepsin W
253832,1,0.9388872323779356,True,ZDHHC20,zinc finger DHHC-type palmitoyltransferase 20
81796,1,0.700929458109959,False,SLCO5A1,solute carrier organic anion transporter family member 5A1
100847062,1,0.6478590215445709,False,MIR5195,microRNA 5195
4820,1,0.9597912002823737,True,NKTR,natural killer cell triggering receptor
11224,1,0.8176815748230006,True,RPL35,ribosomal protein L35
4118,1,0.7486686452656511,False,MAL,"mal, T cell differentiation protein"
153222,1,0.7509466208996334,False,CREBRF,CREB3 regulatory factor
677769,1,0.7445737998578131,False,SCARNA17,small Cajal body-specific RNA 17
6084,1,0.4876932497619691,False,RNY1,"RNA, Ro60-associated Y1"
692076,1,0.7986889926396024,False,SNORD7,"small nucleolar RNA, C/D box 7"
100169761,1,0.49599203481419496,False,RNA5S10,"RNA, 5S ribosomal 10"
26118,1,0.9387309823196116,True,WSB1,WD repeat and SOCS box containing 1
64407,1,0.8310243655857278,True,RGS18,regulator of G protein signaling 18
57532,1,0.8963844843028784,True,NUFIP2,nuclear FMR1 interacting protein 2
692235,1,0.8877405356693192,True,SNORD103B,"small nucleolar RNA, C/D box 103B"
106633814,1,0.9120087548273287,True,SNORA86,"small nucleolar RNA, H/ACA box 86"
4299,1,0.7359728731262737,False,AFF1,ALF transcription elongation factor 1
100616285,1,0.7423606640634252,False,MIR4645,microRNA 4645
26870,1,0.6742142195634957,False,RNU1-2,"RNA, U1 small nuclear 2"
6968,1,0.7848412360363445,False,TRGJ1,T cell receptor gamma joining 1
1345,1,0.9111048352396147,True,COX6C,cytochrome c oxidase subunit 6C
57396,1,0.952859654823619,True,CLK4,CDC like kinase 4
6060,1,0.6722094437387159,False,RNU1-4,"RNA, U1 small nuclear 4"
3002,1,0.6976147673743763,False,GZMB,granzyme B
29121,1,0.9679067631824944,True,CLEC2D,C-type lectin domain family 2 member D
692093,1,0.9343382031322391,True,SNORD62B,"small nucleolar RNA, C/D box 62B"
55824,1,0.9141372720667552,True,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1
692075,1,0.7829473807456914,False,SNORD6,"small nucleolar RNA, C/D box 6"
1901,1,0.9240190265454369,True,S1PR1,sphingosine-1-phosphate receptor 1
102465133,1,0.834014698185734,True,MIR6125,microRNA 6125
969,1,0.8581013423695105,True,CD69,CD69 molecule
2643,1,0.7731864719588949,False,GCH1,GTP cyclohydrolase 1
3240,1,0.4181840704541985,False,HP,haptoglobin
1915,1,0.9088704277553158,True,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
5440,1,0.917864445026736,True,POLR2K,"RNA polymerase II, I and III subunit K"
55914,1,0.9047635868172474,True,ERBIN,erbb2 interacting protein
11123,1,0.9631120420501681,True,RCAN3,RCAN family member 3
253039,1,0.8530485951983073,True,CUTALP,"cutA divalent cation tolerance like, pseudogene"
106633808,1,0.7319282103275757,False,SNORD143,"small nucleolar RNA, C/D box 143"
4697,1,0.9143054766825603,True,NDUFA4,NDUFA4 mitochondrial complex associated
28502,1,0.732729963256342,False,IGHD2-21,immunoglobulin heavy diversity 2-21
28935,1,0.5572633835985448,False,IGKV1-27,immunoglobulin kappa variable 1-27
100169766,1,0.4952531020676451,False,RNA5S15,"RNA, 5S ribosomal 15"
102466877,1,0.9069392567157628,True,MIR8072,microRNA 8072
105373934,1,0.931449390952358,True,LINC01891,long intergenic non-protein coding RNA 1891
9304,1,0.8624785518163628,True,SNORD22,"small nucleolar RNA, C/D box 22"
10578,1,0.5332348394037968,False,GNLY,granulysin
10923,1,0.9583084813285475,True,SUB1,SUB1 regulator of transcription
221178,1,0.9353134532208925,True,SPATA13,spermatogenesis associated 13
9289,1,0.7112231641769291,False,ADGRG1,adhesion G protein-coupled receptor G1
23253,1,0.8995753942301096,True,ANKRD12,ankyrin repeat domain 12
55629,1,0.9599899846082406,True,PNRC2,proline rich nuclear receptor coactivator 2
55769,1,0.922891391636071,True,ZNF83,zinc finger protein 83
100169754,1,0.4466941844561816,False,RNA5S3,"RNA, 5S ribosomal 3"
54790,1,0.8780122998999871,True,TET2,tet methylcytosine dioxygenase 2
100506736,1,0.9399631782924639,True,SLFN12L,schlafen family member 12 like
28814,1,0.3553059883201684,False,IGLV2-18,immunoglobulin lambda variable 2-18
51176,1,0.8997500725838052,True,LEF1,lymphoid enhancer binding factor 1
1593,1,0.08294456218845946,False,CYP27A1,cytochrome P450 family 27 subfamily A member 1
100616387,1,0.908275581424465,True,MIR3064,microRNA 3064
3437,1,0.6885622122415943,False,IFIT3,interferon induced protein with tetratricopeptide repeats 3
54625,1,0.601253632022651,False,PARP14,poly(ADP-ribose) polymerase family member 14
28424,1,0.7238471945638845,False,IGHV3-48,immunoglobulin heavy variable 3-48
406886,1,0.9029816615728131,True,MIRLET7D,microRNA let-7d
4145,1,0.5601311821400294,False,MATK,megakaryocyte-associated tyrosine kinase
79368,1,0.8552095793861256,True,FCRL2,Fc receptor like 2
693220,1,0.8669675399490551,True,MIR635,microRNA 635
26802,1,0.7650970343684346,False,SNORD47,"small nucleolar RNA, C/D box 47"
692213,1,0.8241627345821306,True,SNORD110,"small nucleolar RNA, C/D box 110"
5551,1,0.7125457598285431,False,PRF1,perforin 1
28412,1,0.4901396027220076,False,IGHV3-66,immunoglobulin heavy variable 3-66
3702,1,0.9288389002607164,True,ITK,IL2 inducible T cell kinase
94240,1,0.6752806405785176,False,EPSTI1,epithelial stromal interaction 1
257101,1,0.3761680722448661,False,ZNF683,zinc finger protein 683
100302224,1,0.8812856418964548,True,MIR2110,microRNA 2110
51348,1,0.8901559900383219,True,KLRF1,killer cell lectin like receptor F1
23312,1,0.8473053688780232,True,DMXL2,Dmx like 2
5166,1,0.7224902836526009,False,PDK4,pyruvate dehydrogenase kinase 4
2005,1,0.9539785464272331,True,ELK4,ETS transcription factor ELK4
113218502,1,0.7985050400659414,False,MIR10397,microRNA 10397
100616477,1,0.8711223672663276,True,MIR4442,microRNA 4442
6817,1,0.531472697012947,False,SULT1A1,sulfotransferase family 1A member 1
6204,1,0.8275153367930429,True,RPS10,ribosomal protein S10
51372,1,0.9421141337352548,True,TMA7,translation machinery associated 7 homolog
80830,1,0.8386544951552959,True,APOL6,apolipoprotein L6
109729184,1,0.3201592374636894,False,SLC12A5-AS1,SLC12A5 and MMP9 antisense RNA 1
3934,1,-0.16397020146381788,False,LCN2,lipocalin 2
7280,1,0.07456676209369689,False,TUBB2A,tubulin beta 2A class IIa
9958,1,0.7798719641961899,False,USP15,ubiquitin specific peptidase 15
830,1,0.8771492203837458,True,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2
28595,1,0.5862932828042627,False,TRBV7-3,T cell receptor beta variable 7-3
6167,1,0.6803497743287724,False,RPL37,ribosomal protein L37
100294362,1,0.7871847911450994,False,RNF213-AS1,RNF213 antisense RNA 1
571,1,0.8064114864340735,True,BACH1,BTB domain and CNC homolog 1
3148,1,0.9412990063174473,True,HMGB2,high mobility group box 2
80832,1,0.10590444551926623,False,APOL4,apolipoprotein L4
28476,1,0.8030757492095457,True,IGHJ5,immunoglobulin heavy joining 5
9044,1,0.9464166922242877,True,BTAF1,B-TFIID TATA-box binding protein associated factor 1
55608,1,0.9714084924746195,True,ANKRD10,ankyrin repeat domain 10
6976,1,0.8063257621160507,True,TRGV3,T cell receptor gamma variable 3
1654,1,0.8936647861771007,True,DDX3X,DEAD-box helicase 3 X-linked
100169757,1,0.4473726619406495,False,RNA5S6,"RNA, 5S ribosomal 6"
100313837,1,0.5484553661694438,False,MIR762,microRNA 762
100189387,1,0.8656929692634026,True,TRI-AAT5-5,tRNA-Ile (anticodon AAT) 5-5
11320,1,0.9693205676224342,True,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
6314,1,0.8180773506719007,True,ATXN7,ataxin 7
55754,1,0.8547126312430214,True,TMEM30A,transmembrane protein 30A
55023,1,0.8885237491415819,True,PHIP,pleckstrin homology domain interacting protein
129293,1,0.9023427032434893,True,TRABD2A,TraB domain containing 2A
3738,1,0.9604939390543119,True,KCNA3,potassium voltage-gated channel subfamily A member 3
29802,1,0.642599216586535,False,VPREB3,V-set pre-B cell surrogate light chain 3
28498,1,0.6243082070428466,False,IGHD3-16,immunoglobulin heavy diversity 3-16
166012,1,0.2901794039823821,False,CHST13,carbohydrate sulfotransferase 13
2744,1,0.9244889426330627,True,GLS,glutaminase
151613,1,0.9372045400724105,True,TTC14,tetratricopeptide repeat domain 14
94241,1,0.8493169313414406,True,TP53INP1,tumor protein p53 inducible nuclear protein 1
57590,1,0.8104532122800202,True,WDFY1,WD repeat and FYVE domain containing 1
51762,1,0.8881005981601195,True,RAB8B,"RAB8B, member RAS oncogene family"
105376843,1,0.8095074972809886,True,SNHG25,small nucleolar RNA host gene 25
6202,1,0.7714035166201793,False,RPS8,ribosomal protein S8
28558,1,0.7787313686962741,False,TRBV29-1,T cell receptor beta variable 29-1
28439,1,0.7471534741528095,False,IGHV3-30,immunoglobulin heavy variable 3-30
79627,1,0.8500356872950757,True,OGFRL1,opioid growth factor receptor like 1
100616378,1,0.8484067861827538,True,MIR4784,microRNA 4784
100169763,1,0.5108571558510601,False,RNA5S12,"RNA, 5S ribosomal 12"
100169755,1,0.44944192226856744,False,RNA5S4,"RNA, 5S ribosomal 4"
28526,1,0.7646528551398893,False,TRDC,T cell receptor delta constant
64859,1,0.8552482962186396,True,NABP1,nucleic acid binding protein 1
649946,1,0.9388320680880267,True,RPL23AP64,ribosomal protein L23a pseudogene 64
54832,1,0.9540259484848054,True,VPS13C,vacuolar protein sorting 13 homolog C
6228,1,0.7852396154558652,False,RPS23,ribosomal protein S23
4068,1,0.9563633099089516,True,SH2D1A,SH2 domain containing 1A
9262,1,0.9363400347220714,True,STK17B,serine/threonine kinase 17b
102466737,1,0.7563819894226994,False,MIR6793,microRNA 6793
100500862,1,0.66329005802665,False,MIR3648-1,microRNA 3648-1
102466889,1,0.5355748523708123,False,MIR8071-2,microRNA 8071-2
100616358,1,0.8518881370070595,True,MIR4800,microRNA 4800
1633,1,0.9736523395775429,True,DCK,deoxycytidine kinase
4671,1,0.8030187474503768,True,NAIP,NLR family apoptosis inhibitory protein
26776,1,0.8353560963531802,True,SNORA71B,"small nucleolar RNA, H/ACA box 71B"
100847035,1,0.7571341930838439,False,MIR548AR,microRNA 548ar
6208,1,0.7658465645189007,False,RPS14,ribosomal protein S14
5934,1,0.9503905392550759,True,RBL2,RB transcriptional corepressor like 2
3501,1,0.6358409397373512,False,IGHG2,immunoglobulin heavy constant gamma 2 (G2m marker)
100169759,1,0.4933216342568727,False,RNA5S8,"RNA, 5S ribosomal 8"
3688,1,0.9097159005967466,True,ITGB1,integrin subunit beta 1
3921,1,0.8514127631563428,True,RPSA,ribosomal protein SA
940,1,0.9505657900574632,True,CD28,CD28 molecule
100422879,1,0.0642461024937041,False,MIR3124,microRNA 3124
51727,1,0.9590080701994101,True,CMPK1,cytidine/uridine monophosphate kinase 1
23521,1,0.789991844994088,False,RPL13A,ribosomal protein L13a
3112,1,0.8246148567659155,True,HLA-DOB,"major histocompatibility complex, class II, DO beta"
23527,1,0.8463192622434412,True,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
634,1,0.42520193557925023,False,CEACAM1,CEA cell adhesion molecule 1
22890,1,0.9631300768554347,True,ZBTB1,zinc finger and BTB domain containing 1
109617013,1,0.7339884379267563,False,SNORD63B,"small nucleolar RNA, C/D box 63B"
28748,1,0.715472140946777,False,TRAJ7,T cell receptor alpha joining 7
3507,1,0.7407974389973156,False,IGHM,immunoglobulin heavy constant mu
284415,1,0.07515434135878311,False,VSTM1,V-set and transmembrane domain containing 1
10396,1,0.9313957111013287,True,ATP8A1,ATPase phospholipid transporting 8A1
100169753,1,0.4604524187254527,False,RNA5S2,"RNA, 5S ribosomal 2"
100132417,1,0.24509883857366013,False,FCGR1CP,"Fc gamma receptor Ic, pseudogene"
28627,1,0.7254678428759394,False,TRBJ2-2P,T cell receptor beta joining 2-2P (non-functional)
339745,1,0.8713579814493425,True,SPOPL,speckle type BTB/POZ protein like
100093630,1,0.900300924957561,True,SNHG8,small nucleolar RNA host gene 8
100422885,1,0.786735709511105,False,MIR1244-2,microRNA 1244-2
4938,1,0.7179254132575746,False,OAS1,2'-5'-oligoadenylate synthetase 1
1236,1,0.7926972346349616,False,CCR7,C-C motif chemokine receptor 7
102466865,1,0.8718396176209482,True,MIR7848,microRNA 7848
710,1,0.3255372816534589,False,SERPING1,serpin family G member 1
28902,1,0.1474759331859574,False,IGKV1D-13,immunoglobulin kappa variable 1D-13
55016,1,0.9148403501315642,True,MARCHF1,membrane associated ring-CH-type finger 1
606500,1,0.7783610296274479,False,SNORD68,"small nucleolar RNA, C/D box 68"
4179,1,0.751342788808208,False,CD46,CD46 molecule
23181,1,0.9583784599761132,True,DIP2A,disco interacting protein 2 homolog A
23451,1,0.9187917328830899,True,SF3B1,splicing factor 3b subunit 1
407016,1,0.7866556446596416,False,MIR26A2,microRNA 26a-2
973,1,0.6965012198578122,False,CD79A,CD79a molecule
167227,1,0.8779474343536752,True,DCP2,decapping mRNA 2
2790,1,0.7227249209618839,False,GNG10,G protein subunit gamma 10
1974,1,0.9808702296442189,True,EIF4A2,eukaryotic translation initiation factor 4A2
3820,1,0.8648163041817153,True,KLRB1,killer cell lectin like receptor B1
126259,1,0.7108569569776004,False,TMIGD2,transmembrane and immunoglobulin domain containing 2
54989,1,0.9403157303163975,True,ZNF770,zinc finger protein 770
28743,1,0.6706684231180995,False,TRAJ12,T cell receptor alpha joining 12
100169764,1,0.5324385005189387,False,RNA5S13,"RNA, 5S ribosomal 13"
115650,1,0.8442210194059211,True,TNFRSF13C,TNF receptor superfamily member 13C
338339,1,0.7640947353758109,False,CLEC4D,C-type lectin domain family 4 member D
10521,1,0.9424850993691688,True,DDX17,DEAD-box helicase 17
81611,1,0.9751350915784127,True,ANP32E,acidic nuclear phosphoprotein 32 family member E
51747,1,0.974535298847528,True,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
101929072,1,0.8147626322603796,True,MICA-AS1,MICA antisense RNA 1
604,1,0.724146342799068,False,BCL6,BCL6 transcription repressor
151987,1,0.9107058440827555,True,PPP4R2,protein phosphatase 4 regulatory subunit 2
11177,1,0.7755242325048948,False,BAZ1A,bromodomain adjacent to zinc finger domain 1A
693216,1,0.7739749407427602,False,MIR631,microRNA 631
100169768,1,0.4563639963787841,False,RNA5S17,"RNA, 5S ribosomal 17"
9976,1,0.8926462576748715,True,CLEC2B,C-type lectin domain family 2 member B
10746,1,0.8908642960510164,True,MAP3K2,mitogen-activated protein kinase kinase kinase 2
55106,1,0.956766595758717,True,SLFN12,schlafen family member 12
26795,1,0.804345881173634,True,SNORD54,"small nucleolar RNA, C/D box 54"
6156,1,0.8789586956974684,True,RPL30,ribosomal protein L30
677850,1,0.8332164863321698,True,SNORD1C,"small nucleolar RNA, C/D box 1C"
406976,1,0.5437963377128835,False,MIR199A1,microRNA 199a-1
3646,1,0.947121828968958,True,EIF3E,eukaryotic translation initiation factor 3 subunit E
6982,1,0.807870814280344,True,TRGV8,T cell receptor gamma variable 8
155435,1,0.9650168695264321,True,RBM33,RNA binding motif protein 33
101927015,1,0.7773614284288783,False,LINC01506,long intergenic non-protein coding RNA 1506
6102,1,0.8554489833193402,True,RP2,RP2 activator of ARL3 GTPase
51313,1,0.8674225273398837,True,GASK1B,golgi associated kinase 1B
1663,1,0.7437682501583862,False,DDX11,DEAD/H-box helicase 11
407043,1,0.8104544378592493,True,MIR7-1,microRNA 7-1
100996506,1,0.9455613954143637,True,LOC100996506,
2332,1,0.8877791031995035,True,FMR1,fragile X messenger ribonucleoprotein 1
23390,1,0.9176810992486931,True,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17
925,1,0.768527088108106,False,CD8A,CD8a molecule
8530,1,0.4020981858202679,False,CST7,cystatin F
80012,1,0.954905153299461,True,PHC3,polyhomeotic homolog 3
115207,1,0.890494725494917,True,KCTD12,potassium channel tetramerization domain containing 12
8743,1,0.7993179217403071,False,TNFSF10,TNF superfamily member 10
57198,1,0.9171405412455617,True,ATP8B2,ATPase phospholipid transporting 8B2
829,1,0.8928647380584436,True,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1
3799,1,0.8869094142999867,True,KIF5B,kinesin family member 5B
9298,1,0.9015241520465647,True,SNORD31,"small nucleolar RNA, C/D box 31"
51696,1,0.8819212751753301,True,HECA,"hdc homolog, cell cycle regulator"
28720,1,0.16249922054840737,False,TRAJ35,T cell receptor alpha joining 35 (non-functional)
100131205,1,0.811399869542828,True,RPL21P28,ribosomal protein L21 pseudogene 28
100422986,1,0.7690031213262767,False,MIR3125,microRNA 3125
102723169,1,0.6365348854165929,False,IGHV1-69D,immunoglobulin heavy variable 1-69D
113218487,1,0.7526158331114714,False,MIR10394,microRNA 10394
28473,1,0.603893622021146,False,IGHV1-3,immunoglobulin heavy variable 1-3
10125,1,0.9497441750762622,True,RASGRP1,RAS guanyl releasing protein 1
9782,1,0.9852262841796278,True,MATR3,matrin 3
50484,1,0.844934014391351,True,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
113,1,0.9465403926558821,True,ADCY7,adenylate cyclase 7
7402,1,0.8982980384114676,True,UTRN,utrophin
8905,1,0.9299542923039326,True,AP1S2,adaptor related protein complex 1 subunit sigma 2
115362,1,0.4577096440490774,False,GBP5,guanylate binding protein 5
115294,1,0.917130866733697,True,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
1462,1,0.8115299166795293,True,VCAN,versican
5150,1,0.96062281826274,True,PDE7A,phosphodiesterase 7A
100169758,1,0.4479423726644168,False,RNA5S7,"RNA, 5S ribosomal 7"
10672,1,0.8102408969036269,True,GNA13,G protein subunit alpha 13
28631,1,0.796802545312115,False,TRBJ1-5,T cell receptor beta joining 1-5
26157,1,0.9195121020735761,True,GIMAP2,"GTPase, IMAP family member 2"
23200,1,0.9206686776376838,True,ATP11B,ATPase phospholipid transporting 11B (putative)
28434,1,0.7050539375003915,False,IGHV3-33,immunoglobulin heavy variable 3-33
28622,1,0.7579922609995613,False,TRBJ2-7,T cell receptor beta joining 2-7
5684,1,0.9515448172832794,True,PSMA3,proteasome 20S subunit alpha 3
8545,1,0.9268153325579604,True,CGGBP1,CGG triplet repeat binding protein 1
3094,1,0.9483091136537746,True,HINT1,histidine triad nucleotide binding protein 1
28477,1,0.7060823997954043,False,IGHJ4,immunoglobulin heavy joining 4
100528032,1,0.93307405539531,True,KLRC4-KLRK1,KLRC4-KLRK1 readthrough
125144,1,0.9047252889330615,True,SNHG29,small nucleolar RNA host gene 29
490,1,0.9010510841989945,True,ATP2B1,ATPase plasma membrane Ca2+ transporting 1
5128,1,0.9410691551960159,True,CDK17,cyclin dependent kinase 17
55103,1,0.9047944559419371,True,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2
149371,1,0.9361722029041826,True,EXOC8,exocyst complex component 8
79652,1,0.8290937303754992,True,TMEM204,transmembrane protein 204
5612,1,0.9675261698870131,True,THAP12,THAP domain containing 12
105376781,1,0.6333567736858401,False,LOC105376781,uncharacterized LOC105376781
140609,1,0.8587659220365297,True,NEK7,NIMA related kinase 7
100169756,1,0.463213738853838,False,RNA5S5,"RNA, 5S ribosomal 5"
81542,1,0.9525906423344046,True,TMX1,thioredoxin related transmembrane protein 1
107987399,1,0.5040781361043781,False,LOC107987399,replaced by ID 101929819
25957,1,0.9550347210092174,True,PNISR,PNN interacting serine and arginine rich protein
80124,1,0.8291819550473211,True,VCPIP1,valosin containing protein interacting protein 1
51569,1,0.9737063843946562,True,UFM1,ubiquitin fold modifier 1
100302183,1,0.8892971294984691,True,MIR1825,microRNA 1825
199786,1,0.8788392446000871,True,NIBAN3,niban apoptosis regulator 3
54331,1,0.8907703467702461,True,GNG2,G protein subunit gamma 2
57674,1,0.7512666854179472,False,RNF213,ring finger protein 213
100616482,1,0.7916928434247961,False,MIR4685,microRNA 4685
113219455,1,0.7512468620304774,False,MIR12122,microRNA 12122
55454,1,0.9455633460241205,True,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
101929819,1,0.6123081282564757,False,LOC101929819,putative uncharacterized protein FLJ44672
3983,1,0.9409772414047548,True,ABLIM1,actin binding LIM protein 1
27436,1,0.9314971438746255,True,EML4,EMAP like 4
652965,1,0.8380243878440894,True,SNORA48,"small nucleolar RNA, H/ACA box 48"
923,1,0.8215488376468496,True,CD6,CD6 molecule
29997,1,0.7552441945742481,False,NOP53,NOP53 ribosome biogenesis factor
3004,1,0.6488715525476247,False,GZMM,granzyme M
28426,1,0.41634158174856795,False,IGHV3-43,immunoglobulin heavy variable 3-43
684959,1,0.8653166414588362,True,SNORA25,"small nucleolar RNA, H/ACA box 25"
100130231,1,0.9205675591172917,True,LINC00861,long intergenic non-protein coding RNA 861
26354,1,0.9718776055752525,True,GNL3,G protein nucleolar 3
692088,1,0.6558351153638516,False,SNORD50B,"small nucleolar RNA, C/D box 50B"
201595,1,0.952580412603097,True,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B
378707,1,0.5620430493297843,False,RN7SL3,RNA component of signal recognition particle 7SL3
107987398,1,0.4605412622750919,False,LOC107987398,replaced by ID 101929819
100169765,1,0.5105851493095952,False,RNA5S14,"RNA, 5S ribosomal 14"
974,1,0.7618118477293307,False,CD79B,CD79b molecule
57561,1,0.7778601463173196,False,ARRDC3,arrestin domain containing 3
22914,1,0.9314413547231108,True,KLRK1,killer cell lectin like receptor K1
55300,1,0.9294433300208045,True,PI4K2B,phosphatidylinositol 4-kinase type 2 beta
6971,1,0.7660509985825285,False,TRGJP1,T cell receptor gamma joining P1
9452,1,0.920363988701073,True,ITM2A,integral membrane protein 2A
58487,1,0.969122963841917,True,CREBZF,CREB/ATF bZIP transcription factor
23360,1,0.9829429663002618,True,FNBP4,formin binding protein 4
3811,1,0.4271603126261068,False,KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
