GeneID,log2FC,pvalue,padj,significant,Symbol,Description,GeneType
5378,0.39300568528532365,0.09564493215973252,0.33340361884456754,False,PMS1,"PMS1 homolog 1, mismatch repair system component",protein-coding
64172,0.3048910828084179,0.11938214179320618,0.33340361884456754,False,OSGEPL1,O-sialoglycoprotein endopeptidase like 1,protein-coding
110599588,0.6864798826262368,0.0510332016750423,0.33340361884456754,False,ASDURF,ASNSD1 upstream open reading frame,protein-coding
54529,0.7442069564706935,0.04749915101581236,0.33340361884456754,False,ASNSD1,asparagine synthetase domain containing 1,protein-coding
30061,0.6899343996896006,0.08282069269136064,0.33340361884456754,False,SLC40A1,solute carrier family 40 member 1,protein-coding
84128,0.5697840745326339,0.08256423897869715,0.33340361884456754,False,WDR75,WD repeat domain 75,protein-coding
55854,0.7289556705012981,0.06875421594818859,0.33340361884456754,False,ZC3H15,zinc finger CCCH-type containing 15,protein-coding
105373780,0.4661882963202547,0.008036181242267352,0.33340361884456754,False,LOC105373780,proline-rich protein 18-like,ncRNA
94101,0.6413638136094328,0.04334635659111376,0.33340361884456754,False,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,protein-coding
51776,0.3012859453350506,0.09363682558676989,0.33340361884456754,False,MAP3K20,mitogen-activated protein kinase kinase kinase 20,protein-coding
55082,0.9414873064976268,0.03416787731687007,0.33340361884456754,False,ARGLU1,arginine and glutamate rich 1,protein-coding
254042,0.27496603696439414,0.06775845309401653,0.33340361884456754,False,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial",protein-coding
3621,0.46471836992840143,0.05238757616768979,0.33340361884456754,False,ING1,inhibitor of growth family member 1,protein-coding
4065,0.6671387267170363,0.08305692022320738,0.33340361884456754,False,LY75,lymphocyte antigen 75,protein-coding
9936,0.8504729828331197,0.028654010703434103,0.33340361884456754,False,CD302,CD302 molecule,protein-coding
100526664,0.8325104415161491,0.03650853515562087,0.33340361884456754,False,LY75-CD302,LY75-CD302 readthrough,protein-coding
64844,0.7948818836182565,0.03838481753158529,0.33340361884456754,False,MARCHF7,membrane associated ring-CH-type finger 7,protein-coding
643072,0.5776931745460732,0.05307932669554581,0.33340361884456754,False,BAZ2B-AS1,BAZ2B antisense RNA 1,ncRNA
29994,0.8238851135927592,0.03328659925390492,0.33340361884456754,False,BAZ2B,bromodomain adjacent to zinc finger domain 2B,protein-coding
10010,0.5289764160435713,0.09434242217197109,0.33340361884456754,False,TANK,TRAF family member associated NFKB activator,protein-coding
151525,0.4073727358144149,0.021787634397224344,0.33340361884456754,False,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",protein-coding
90,0.43856739352102125,0.07155642284385069,0.33340361884456754,False,ACVR1,activin A receptor type 1,protein-coding
2820,0.4716742631380635,0.09300765073622295,0.33340361884456754,False,GPD2,glycerol-3-phosphate dehydrogenase 2,protein-coding
151188,0.48238471525856763,0.05366942915471678,0.33340361884456754,False,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6,protein-coding
55660,0.6904702713914461,0.05197808181410946,0.33340361884456754,False,PRPF40A,pre-mRNA processing factor 40 homolog A,protein-coding
10254,0.5987848713185384,0.05523462137406234,0.33340361884456754,False,STAM2,signal transducing adaptor molecule 2,protein-coding
26225,0.6897857248676851,0.02913442105999716,0.33340361884456754,False,ARL5A,ADP ribosylation factor like GTPase 5A,protein-coding
101929319,0.331779141026457,0.11532613041252127,0.33340361884456754,False,LOC101929319,uncharacterized LOC101929319,ncRNA
55608,0.7297172163677925,0.04813852835718866,0.33340361884456754,False,ANKRD10,ankyrin repeat domain 10,protein-coding
64859,0.6593356382498818,0.04511168140952359,0.33340361884456754,False,NABP1,nucleic acid binding protein 1,protein-coding
10213,0.49948280978262183,0.11102460602038737,0.33340361884456754,False,PSMD14,"proteasome 26S subunit, non-ATPase 14",protein-coding
8660,0.650042049401448,0.12137356388498667,0.33340361884456754,False,IRS2,insulin receptor substrate 2,protein-coding
8520,0.46668177038356706,0.09360284388353879,0.33340361884456754,False,HAT1,histone acetyltransferase 1,protein-coding
79901,0.6707144533392295,0.0664165081481935,0.33340361884456754,False,CYBRD1,cytochrome b reductase 1,protein-coding
80067,0.47522514420365414,0.04219260592462695,0.33340361884456754,False,DCAF17,DDB1 and CUL4 associated factor 17,protein-coding
9874,0.7881421103704336,0.04564578441145787,0.33340361884456754,False,TLK1,tousled like kinase 1,protein-coding
3981,0.6023357060383027,0.03215690070338388,0.33340361884456754,False,LIG4,DNA ligase 4,protein-coding
130507,0.5422974817378841,0.06735873436389508,0.33340361884456754,False,UBR3,ubiquitin protein ligase E3 component n-recognin 3,protein-coding
79879,0.5569804718712474,0.06665177744722664,0.33340361884456754,False,CCDC134,coiled-coil domain containing 134,protein-coding
285116,0.38653841101122477,0.08211453014339111,0.33340361884456754,False,AHCTF1P1,AT-hook containing transcription factor 1 pseudogene 1,pseudo
84945,0.5796538528235345,0.02910525847692868,0.33340361884456754,False,ABHD13,abhydrolase domain containing 13,protein-coding
9360,0.6318975297135896,0.06279838701211403,0.33340361884456754,False,PPIG,peptidylprolyl isomerase G,protein-coding
79675,0.40897920022358747,0.04560626735884925,0.33340361884456754,False,FASTKD1,FAST kinase domains 1,protein-coding
10170,0.7155826722405099,0.03784468522268393,0.33340361884456754,False,DHRS9,dehydrogenase/reductase 9,protein-coding
100861402,0.36973114650277417,0.06877446924359405,0.33340361884456754,False,CERS6-AS1,CERS6 antisense RNA 1,ncRNA
253782,0.4071977555627134,0.050533414439847275,0.33340361884456754,False,CERS6,ceramide synthase 6,protein-coding
27347,0.45893274453398303,0.11297535672805543,0.33340361884456754,False,STK39,serine/threonine kinase 39,protein-coding
2591,0.7077528582623156,0.028338651955193486,0.33340361884456754,False,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,protein-coding
284273,0.5212593366238307,0.0764531386364806,0.33340361884456754,False,PTGR3,prostaglandin reductase 3,protein-coding
105747689,0.570343523781232,0.06443808104188903,0.33340361884456754,False,NABP1-OT1,replaced by ID 64859,
8436,0.9581933876313982,0.03561212296395146,0.33340361884456754,False,CAVIN2,caveolae associated protein 2,protein-coding
57181,0.41817672493562585,0.0579009265166192,0.33340361884456754,False,SLC39A10,solute carrier family 39 member 10,protein-coding
6120,0.48527964581170147,0.0952898652881736,0.33340361884456754,False,RPE,ribulose-5-phosphate-3-epimerase,protein-coding
200576,0.7172075348234637,0.05314327653159454,0.33340361884456754,False,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",protein-coding
3417,0.5479094372115862,0.032677474609014504,0.33340361884456754,False,IDH1,isocitrate dehydrogenase (NADP(+)) 1,protein-coding
389072,0.3374764903248617,0.10149522211951699,0.33340361884456754,False,PLEKHM3,pleckstrin homology domain containing M3,protein-coding
1203,0.4650469520098859,0.09202829255869412,0.33340361884456754,False,CLN5,CLN5 intracellular trafficking protein,protein-coding
151195,0.44360925074125834,0.06036639695624338,0.33340361884456754,False,CCNYL1,cyclin Y like 1,protein-coding
26224,0.9498134219951107,0.02586789381503029,0.33340361884456754,False,FBXL3,F-box and leucine rich repeat protein 3,protein-coding
10314,0.5816479233517471,0.08569288907110005,0.33340361884456754,False,LANCL1,LanC like glutathione S-transferase 1,protein-coding
151194,0.28534097448936646,0.07935732593161884,0.33340361884456754,False,METTL21A,"methyltransferase 21A, HSPA lysine",protein-coding
10766,0.606317459479635,0.10555181941202692,0.33340361884456754,False,TOB2,"transducer of ERBB2, 2",protein-coding
8609,0.713661631637118,0.026654172360161543,0.33340361884456754,False,KLF7,KLF transcription factor 7,protein-coding
22868,0.45117633618830655,0.08035620877031205,0.33340361884456754,False,FASTKD2,FAST kinase domains 2,protein-coding
84844,0.5551266651868638,0.08496824935689871,0.33340361884456754,False,PHF5A,PHD finger protein 5A,protein-coding
100874212,0.663327837032714,0.09372887928872593,0.33340361884456754,False,MYCBP2-AS1,MYCBP2 antisense RNA 1,ncRNA
54891,0.409122883618771,0.09156025899178513,0.33340361884456754,False,INO80D,INO80 complex subunit D,protein-coding
29851,0.555984544010667,0.10273000609171533,0.33340361884456754,False,ICOS,inducible T cell costimulator,protein-coding
1385,0.6404451794604484,0.05617502186633926,0.33340361884456754,False,CREB1,cAMP responsive element binding protein 1,protein-coding
1493,0.5093301916748223,0.0732595769767384,0.33340361884456754,False,CTLA4,cytotoxic T-lymphocyte associated protein 4,protein-coding
115207,0.8986353670661815,0.023475073002856037,0.33340361884456754,False,KCTD12,potassium channel tetramerization domain containing 12,protein-coding
170622,0.43468932214298295,0.05715443812349878,0.33340361884456754,False,COMMD6,COMM domain containing 6,protein-coding
10562,0.44753761311292084,0.04849726967875813,0.33340361884456754,False,OLFM4,olfactomedin 4,protein-coding
2033,0.7228529188877726,0.1065585005265108,0.33340361884456754,False,EP300,E1A binding protein p300,protein-coding
102465256,0.45127935211931547,0.10206212595068993,0.33340361884456754,False,MIR6513,microRNA 6513,ncRNA
64114,0.4652598074828962,0.09617741204511698,0.33340361884456754,False,TMBIM1,transmembrane BAX inhibitor motif containing 1,protein-coding
25953,0.5784407606388307,0.06420528785773266,0.33340361884456754,False,PNKD,PNKD metallo-beta-lactamase domain containing,protein-coding
440145,0.3626574699148096,0.09553194034533505,0.33340361884456754,False,MZT1,mitotic spindle organizing protein 1,protein-coding
79866,0.4715449456577109,0.07273504074892062,0.33340361884456754,False,BORA,BORA aurora kinase A activator,protein-coding
55825,0.3086480372389684,0.06329947585214714,0.33340361884456754,False,PECR,peroxisomal trans-2-enoyl-CoA reductase,protein-coding
22894,0.5735276690432514,0.05756642049195972,0.33340361884456754,False,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",protein-coding
10464,0.49430548144007624,0.06700871979472477,0.33340361884456754,False,PIBF1,progesterone immunomodulatory binding factor 1,protein-coding
3580,0.576679325484144,0.051050616788356866,0.33340361884456754,False,CXCR2P1,C-X-C motif chemokine receptor 2 pseudogene 1,pseudo
285180,0.2707140941512949,0.11757037857656495,0.33340361884456754,False,RUFY4,RUN and FYVE domain containing 4,protein-coding
11278,0.5863926908079358,0.09500584343793633,0.33340361884456754,False,KLF12,KLF transcription factor 12,protein-coding
100507612,0.354586474722319,0.06276422562430718,0.33340361884456754,False,LINC00402,long intergenic non-protein coding RNA 402,ncRNA
100847046,0.5014697795546152,0.09339488260064993,0.33340361884456754,False,MIR5010,microRNA 5010,ncRNA
9882,0.5907930495776477,0.0469860203645071,0.33340361884456754,False,TBC1D4,TBC1 domain family member 4,protein-coding
677850,0.6938692018842147,0.03058576076929598,0.33340361884456754,False,SNORD1C,"small nucleolar RNA, C/D box 1C",snoRNA
400657,0.36144082996896254,0.03769594198093021,0.33340361884456754,False,ZNF407-AS1,ZNF407 antisense RNA 1,ncRNA
940,0.745070550636119,0.06906671496840219,0.33340361884456754,False,CD28,CD28 molecule,protein-coding
122060,0.4124672482087378,0.032810218487476124,0.33340361884456754,False,SLAIN1,SLAIN motif family member 1,protein-coding
5611,0.6663742720541155,0.06534700129823866,0.33340361884456754,False,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3,protein-coding
129450,0.3700008440957656,0.05801944561547397,0.33340361884456754,False,TYW5,tRNA-yW synthesizing protein 5,protein-coding
205327,0.4782133470663589,0.07659887643966043,0.33340361884456754,False,C2orf69,chromosome 2 open reading frame 69,protein-coding
92935,0.41717677077147775,0.09640314797697405,0.33340361884456754,False,MARS2,"methionyl-tRNA synthetase 2, mitochondrial",protein-coding
25843,0.39518043370176803,0.0324872531774233,0.33340361884456754,False,MOB4,"MOB family member 4, phocein",protein-coding
10150,0.5823790132110446,0.030116601206627014,0.33340361884456754,False,MBNL2,muscleblind like splicing regulator 2,protein-coding
100529241,0.40747201228022933,0.08058247973488353,0.33340361884456754,False,HSPE1-MOB4,HSPE1-MOB4 readthrough,protein-coding
130535,0.4817852211435927,0.07369963295593279,0.33340361884456754,False,KCTD18,potassium channel tetramerization domain containing 18,protein-coding
106635540,0.6978527575533544,0.0781545580237972,0.33340361884456754,False,SNORA105B,"small nucleolar RNA, H/ACA box 105B",snoRNA
80219,0.5466611201445333,0.08803537268544132,0.33340361884456754,False,COQ10B,coenzyme Q10B,protein-coding
23451,0.7952740552826274,0.04739062656433888,0.33340361884456754,False,SF3B1,splicing factor 3b subunit 1,protein-coding
5911,0.7499275792143053,0.0517520586979136,0.33340361884456754,False,RAP2A,"RAP2A, member of RAS oncogene family",protein-coding
91526,0.858629612475811,0.055281495716104634,0.33340361884456754,False,ANKRD44,ankyrin repeat domain 44,protein-coding
9330,0.5396843942531089,0.07521839217495854,0.33340361884456754,False,GTF3C3,general transcription factor IIIC subunit 3,protein-coding
101927454,0.6879264395365265,0.04216672546987562,0.33340361884456754,False,LOC101927454,uncharacterized LOC101927454,ncRNA
9262,0.8485303416519638,0.04840468270497377,0.33340361884456754,False,STK17B,serine/threonine kinase 17b,protein-coding
3329,0.5858090963912073,0.09733317206081459,0.33340361884456754,False,HSPD1,heat shock protein family D (Hsp60) member 1,protein-coding
150864,0.6129146669352648,0.0959386577435546,0.33340361884456754,False,FAM117B,family with sequence similarity 117 member B,protein-coding
101927795,0.566543180012417,0.09558130165210428,0.33340361884456754,False,BZW1-AS1,BZW1 antisense RNA 1,ncRNA
1195,0.975523957533416,0.02652195100007956,0.33340361884456754,False,CLK1,CDC like kinase 1,protein-coding
100500861,0.24619246942539363,0.042372259369063185,0.33340361884456754,False,MIR3665,microRNA 3665,ncRNA
7341,0.42314296604691437,0.11379932043684408,0.33340361884456754,False,SUMO1,small ubiquitin like modifier 1,protein-coding
57679,0.34399387453049657,0.08342167427380452,0.33340361884456754,False,ALS2,alsin Rho guanine nucleotide exchange factor ALS2,protein-coding
100874222,0.42189124883707907,0.048806344483656616,0.33340361884456754,False,OBI1-AS1,OBI1 antisense RNA 1,ncRNA
66008,0.6202062352973374,0.06907369324576172,0.33340361884456754,False,TRAK2,trafficking kinesin protein 2,protein-coding
841,0.5407195291809082,0.08864670980795034,0.33340361884456754,False,CASP8,caspase 8,protein-coding
79596,0.5059918377302913,0.052889829818772875,0.33340361884456754,False,OBI1,ORC ubiquitin ligase 1,protein-coding
9689,0.7316994830017292,0.05751252631933583,0.33340361884456754,False,BZW1,basic leucine zipper and W2 domains 1,protein-coding
64062,0.533296330191072,0.1077877889593979,0.33340361884456754,False,RBM26,RNA binding motif protein 26,protein-coding
105373836,0.39224810770750795,0.08903588353477249,0.33340361884456754,False,LOC105373836,uncharacterized LOC105373836,ncRNA
4709,0.34772913202556244,0.09719341628710755,0.33340361884456754,False,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,protein-coding
285172,0.7760110298630081,0.03505895125020662,0.33340361884456754,False,HYCC2,hyccin PI4KA lipid kinase complex subunit 2,protein-coding
105373835,0.5729574023877985,0.02322159701678275,0.33340361884456754,False,LOC105373835,uncharacterized LOC105373835,ncRNA
4999,0.49401390005319246,0.06695101931646262,0.33340361884456754,False,ORC2,origin recognition complex subunit 2,protein-coding
60491,0.4478207266375136,0.06842594764474148,0.33340361884456754,False,NIF3L1,NGG1 interacting factor 3 like 1,protein-coding
53938,0.5763612263442046,0.06428248589198948,0.33340361884456754,False,PPIL3,peptidylprolyl isomerase like 3,protein-coding
23483,0.611270059875382,0.04672642984263839,0.33340361884456754,False,TGDS,"TDP-glucose 4,6-dehydratase",protein-coding
10426,0.5292266747141063,0.09021873312277089,0.33340361884456754,False,TUBGCP3,tubulin gamma complex associated protein 3,protein-coding
23171,0.5280844489118137,0.11315163996141676,0.33340361884456754,False,GPD1L,glycerol-3-phosphate dehydrogenase 1 like,protein-coding
9205,0.45736981427495105,0.04763184734949634,0.33340361884456754,False,ZMYM5,zinc finger MYM-type containing 5,protein-coding
9710,0.4966668096696496,0.12152913870410277,0.33340361884456754,False,GARRE1,granule associated Rac and RHOG effector 1,protein-coding
2632,0.4283100928018744,0.09225834553875518,0.33340361884456754,False,GBE1,"1,4-alpha-glucan branching enzyme 1",protein-coding
26065,0.5809792597542622,0.09804934163930078,0.33340361884456754,False,LSM14A,LSM14A mRNA processing body assembly factor,protein-coding
23603,0.6556863887350644,0.066231660173607,0.33340361884456754,False,CORO1C,coronin 1C,protein-coding
151987,0.7860848306981987,0.04826998584440528,0.33340361884456754,False,PPP4R2,protein phosphatase 4 regulatory subunit 2,protein-coding
54434,0.5774114597301196,0.10999329287764122,0.33340361884456754,False,SSH1,slingshot protein phosphatase 1,protein-coding
23429,0.6306146026064696,0.10509145192996464,0.33340361884456754,False,RYBP,RING1 and YY1 binding protein,protein-coding
285286,0.5913138399382452,0.0041270009917288315,0.33340361884456754,False,LINC00877,long intergenic non-protein coding RNA 877,ncRNA
105377156,0.5618755541757576,0.009522881025086742,0.33340361884456754,False,LOC105377156,uncharacterized LOC105377156,ncRNA
60675,0.8782183650361599,0.10178955568256279,0.33340361884456754,False,PROK2,prokineticin 2,protein-coding
2850,0.7896522648311062,0.06108638381886015,0.33340361884456754,False,GPR27,G protein-coupled receptor 27,protein-coding
317649,0.5931246013707501,0.044704685264022444,0.33340361884456754,False,EIF4E3,eukaryotic translation initiation factor 4E family member 3,protein-coding
84749,0.32151411468697333,0.10230830335094043,0.33340361884456754,False,USP30,ubiquitin specific peptidase 30,protein-coding
23150,0.2571959970657285,0.09719451387542204,0.33340361884456754,False,FRMD4B,FERM domain containing 4B,protein-coding
10550,0.5561042747749267,0.06562493984850441,0.33340361884456754,False,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5,protein-coding
8545,0.7323698190364123,0.06606501485114412,0.33340361884456754,False,CGGBP1,CGG triplet repeat binding protein 1,protein-coding
55279,0.5520609291264457,0.03289108586724359,0.33340361884456754,False,ZNF654,zinc finger protein 654,protein-coding
285237,0.458418495122757,0.11846671976576324,0.33340361884456754,False,C3orf38,chromosome 3 open reading frame 38,protein-coding
200895,0.5119868755289779,0.057428115819064714,0.33340361884456754,False,DHFR2,dihydrofolate reductase 2,protein-coding
105374013,0.3383667403078948,0.08027375047408292,0.33340361884456754,False,LOC105374013,,
100009676,0.465968633297158,0.03961186895150038,0.33340361884456754,False,ZBTB11-AS1,ZBTB11 antisense RNA 1,ncRNA
27107,0.7976772979493776,0.030266700702557797,0.33340361884456754,False,ZBTB11,zinc finger and BTB domain containing 11,protein-coding
57092,0.6460959064116327,0.07313868256099294,0.33340361884456754,False,PCNP,PEST proteolytic signal containing nuclear protein,protein-coding
55900,0.5739137107098883,0.05690212755518327,0.33340361884456754,False,ZNF302,zinc finger protein 302,protein-coding
57337,0.7581081942504921,0.023250107835404252,0.33340361884456754,False,SENP7,SUMO specific peptidase 7,protein-coding
55000,0.6933597797771789,0.06415024692279878,0.33340361884456754,False,TUG1,taurine up-regulated 1,protein-coding
9039,0.7182358368784616,0.04047589554382609,0.33340361884456754,False,UBA3,ubiquitin like modifier activating enzyme 3,protein-coding
9868,0.6312480193769483,0.07675822575918388,0.33340361884456754,False,TOMM70,translocase of outer mitochondrial membrane 70,protein-coding
55773,0.6451948415385376,0.04932938005503833,0.33340361884456754,False,TBC1D23,TBC1 domain family member 23,protein-coding
10402,0.6028058388121824,0.004720703519804493,0.33340361884456754,False,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",protein-coding
1371,0.45232152819885507,0.058624925994739716,0.33340361884456754,False,CPOX,coproporphyrinogen oxidase,protein-coding
2838,0.5544762106761596,0.038388799738919815,0.33340361884456754,False,GPR15,G protein-coupled receptor 15,protein-coding
56650,0.7283238120167401,0.04104848494572742,0.33340361884456754,False,CLDND1,claudin domain containing 1,protein-coding
84864,0.4603441789208167,0.06199610597536491,0.33340361884456754,False,RIOX2,ribosomal oxygenase 2,protein-coding
63899,0.3194198679206298,0.11760249133207674,0.33340361884456754,False,NSUN3,NOP2/Sun RNA methyltransferase 3,protein-coding
10054,0.6451900874698744,0.09434916080959248,0.33340361884456754,False,UBA2,ubiquitin like modifier activating enzyme 2,protein-coding
7110,0.7897721144098389,0.04480623156858521,0.33340361884456754,False,TMF1,TATA element modulatory factor 1,protein-coding
8801,0.46878409623863204,0.02999018520679484,0.33340361884456754,False,SUCLG2,succinate-CoA ligase GDP-forming subunit beta,protein-coding
26018,0.5471156283245593,0.08564564791894702,0.33340361884456754,False,LRIG1,leucine rich repeats and immunoglobulin like domains 1,protein-coding
58515,0.3407828634651069,0.10787381491801085,0.33340361884456754,False,SELENOK,selenoprotein K,protein-coding
55802,0.5320125336519204,0.11625886878275597,0.33340361884456754,False,DCP1A,decapping mRNA 1A,protein-coding
88455,0.5356029885373452,0.068302022772036,0.33340361884456754,False,ANKRD13A,ankyrin repeat domain 13A,protein-coding
91869,0.34122084278458886,0.10402136736442032,0.33340361884456754,False,RFT1,RFT1 homolog,protein-coding
400073,0.47289764343377305,0.03535501929569839,0.33340361884456754,False,C12orf76,chromosome 12 open reading frame 76,protein-coding
488,0.5192450420100361,0.11622045083252532,0.33340361884456754,False,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,protein-coding
29902,0.46572974404433876,0.03423964127674375,0.33340361884456754,False,FAM216A,family with sequence similarity 216 member A,protein-coding
55799,0.29782072721204245,0.08508018351801493,0.33340361884456754,False,CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3,protein-coding
51699,0.6025520151596329,0.06347506593509578,0.33340361884456754,False,VPS29,VPS29 retromer complex component,protein-coding
144715,0.3990887930642111,0.07478825733952253,0.33340361884456754,False,RAD9B,RAD9 checkpoint clamp component B,protein-coding
160760,0.7510590621016973,0.05702500630857184,0.33340361884456754,False,PPTC7,protein phosphatase targeting COQ7,protein-coding
79600,0.3761635524407505,0.06300543147814122,0.33340361884456754,False,TCTN1,tectonic family member 1,protein-coding
9267,0.513519763261626,0.10079641824492544,0.33340361884456754,False,CYTH1,cytohesin 1,protein-coding
100113381,0.45630166748117706,0.023658999191605697,0.33340361884456754,False,SNORD19B,"small nucleolar RNA, C/D box 19B",snoRNA
84329,0.4696489259198424,0.06350326265732033,0.33340361884456754,False,HVCN1,hydrogen voltage gated channel 1,protein-coding
26354,0.6537208288322915,0.08748790307311874,0.33340361884456754,False,GNL3,G protein nucleolar 3,protein-coding
6787,0.470323647962681,0.03448712714691423,0.33340361884456754,False,NEK4,NIMA related kinase 4,protein-coding
11108,0.5007981640346673,0.11118948990418227,0.33340361884456754,False,PRDM4,PR/SET domain 4,protein-coding
285331,0.4200249968051013,0.08549953902699867,0.33340361884456754,False,CCDC66,coiled-coil domain containing 66,protein-coding
9815,0.5169798073329535,0.09976045703758381,0.33340361884456754,False,GIT2,GIT ArfGAP 2,protein-coding
79047,0.4271042436579293,0.078703892343425,0.33340361884456754,False,KCTD15,potassium channel tetramerization domain containing 15,protein-coding
7374,0.485800318580619,0.11681076062215921,0.33340361884456754,False,UNG,uracil DNA glycosylase,protein-coding
100861563,0.6463311471493773,0.016422405736276353,0.33340361884456754,False,SCAANT1,SCA7/ATXN7 antisense RNA 1,ncRNA
1054,0.67525329623659,0.038405891894818876,0.33340361884456754,False,CEBPG,CCAAT enhancer binding protein gamma,protein-coding
200845,0.31300659331461744,0.09491573416473535,0.33340361884456754,False,KCTD6,potassium channel tetramerization domain containing 6,protein-coding
1050,0.6623998306923373,0.015143822805577684,0.33340361884456754,False,CEBPA,CCAAT enhancer binding protein alpha,protein-coding
54899,0.6908833488413348,0.05057794182005269,0.33340361884456754,False,PXK,PX domain containing serine/threonine kinase like,protein-coding
23272,0.6941845047909967,0.06430908111008793,0.33340361884456754,False,TASOR,transcription activation suppressor,protein-coding
109703458,0.40992218911914224,0.030788216619228138,0.33340361884456754,False,HTD2,hydroxyacyl-thioester dehydratase type 2,protein-coding
51228,0.4926438784404663,0.10910797320327238,0.33340361884456754,False,GLTP,glycolipid transfer protein,protein-coding
84260,0.5283722918904399,0.11317669592542857,0.33340361884456754,False,TCHP,trichoplein keratin filament binding,protein-coding
7871,0.6797003776397754,0.06512119134079937,0.33340361884456754,False,SLMAP,sarcolemma associated protein,protein-coding
201627,0.5639495167029596,0.08671679786096674,0.33340361884456754,False,DENND6A,DENN domain containing 6A,protein-coding
378,0.4473920744336519,0.10235165874233146,0.33340361884456754,False,ARF4,ADP ribosylation factor 4,protein-coding
105377102,0.460328062111948,0.06950010887687462,0.33340361884456754,False,LOC105377102,uncharacterized LOC105377102,ncRNA
26060,0.5928445526989532,0.0899405243605776,0.33340361884456754,False,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",protein-coding
11102,0.3503345275268107,0.048815227671254804,0.33340361884456754,False,RPP14,ribonuclease P/MRP subunit p14,protein-coding
79598,0.3938018869833444,0.04544115644907254,0.33340361884456754,False,CEP97,centrosomal protein 97,protein-coding
91775,0.6536299227302556,0.05074802626895378,0.33340361884456754,False,NXPE3,neurexophilin and PC-esterase domain family member 3,protein-coding
64332,0.8080891532895951,0.04090894201543223,0.33340361884456754,False,NFKBIZ,NFKB inhibitor zeta,protein-coding
201562,0.5856125858900045,0.045782924823430014,0.33340361884456754,False,HACD2,3-hydroxyacyl-CoA dehydratase 2,protein-coding
26984,0.3476251530853378,0.0999875246679151,0.33340361884456754,False,SEC22A,"SEC22 homolog A, vesicle trafficking protein",protein-coding
100129550,0.4864070455226548,0.062166428584224845,0.33340361884456754,False,LINC02035,long intergenic non-protein coding RNA 2035,ncRNA
84925,0.4779995243212172,0.08221859899288682,0.33340361884456754,False,SLC49A4,solute carrier family 49 member 4,protein-coding
550631,0.2668892456268561,0.12074462359785336,0.33340361884456754,False,CCDC157,coiled-coil domain containing 157,protein-coding
165631,0.6621883061713023,0.07131266946907178,0.33340361884456754,False,PARP15,poly(ADP-ribose) polymerase family member 15,protein-coding
101929950,0.5464687957666183,0.04943273842396473,0.33340361884456754,False,LOC101929950,puromycin-sensitive aminopeptidase-like protein,pseudo
64770,0.4446315908695646,0.06823688536147537,0.33340361884456754,False,CCDC14,coiled-coil domain containing 14,protein-coding
102723859,0.3322475811136465,0.07414861343761614,0.33340361884456754,False,TBC1D3E,TBC1 domain family member 3E,protein-coding
200312,0.3961798950315617,0.04737492240393029,0.33340361884456754,False,RNF215,ring finger protein 215,protein-coding
942,0.557474986542323,0.06875329260460715,0.33340361884456754,False,CD86,CD86 molecule,protein-coding
6565,0.3691482391404116,0.016275094609975185,0.33340361884456754,False,SLC15A2,solute carrier family 15 member 2,protein-coding
9657,0.46052648957382636,0.09847095358554041,0.33340361884456754,False,IQCB1,IQ motif containing B1,protein-coding
6996,0.6242206046168031,0.04424259914030005,0.33340361884456754,False,TDG,thymine DNA glycosylase,protein-coding
4801,0.4639614776330445,0.028783139990076066,0.33340361884456754,False,NFYB,nuclear transcription factor Y subunit beta,protein-coding
2960,0.6533638301692142,0.04444465779483606,0.33340361884456754,False,GTF2E1,general transcription factor IIE subunit 1,protein-coding
54554,0.39046245384593403,0.06595678882468768,0.33340361884456754,False,WDR5B,WD repeat domain 5B,protein-coding
285282,0.4212557013707935,0.07194919430948488,0.33340361884456754,False,RABL3,"RAB, member of RAS oncogene family like 3",protein-coding
3693,0.38064459204161727,0.11709504324994294,0.33340361884456754,False,ITGB5,integrin subunit beta 5,protein-coding
8723,0.5730347983992714,0.08306867202209628,0.33340361884456754,False,SNX4,sorting nexin 4,protein-coding
2815,0.40421234543990536,0.04384447799537343,0.33340361884456754,False,GP9,glycoprotein IX platelet,protein-coding
121456,0.447118621633776,0.00903407063070102,0.33340361884456754,False,SLC9A7P1,solute carrier family 9 member 7 pseudogene 1,pseudo
100128191,0.5645327187107694,0.03693703925317912,0.33340361884456754,False,TMPO-AS1,TMPO antisense RNA 1,ncRNA
7112,0.7864390453730756,0.035929166195369754,0.33340361884456754,False,TMPO,thymopoietin,protein-coding
